Form_Number,Age,Gender,No.of dependents,Occupation,City,"Education(1-ungraduate, 2-graduate,3-postgraduate)",Personal Income(in $),Personal Income,Family Income(in $),Family Income,Amount invested In last 6 months,Amount invested till date(in $),Amount invested till date,Earnings till date(NFT),Retained,last_transaction
2220,67,Male,0,self_employed,1399,2,3400.42,255031.5,2754.96,550992,8.55,0.57,8.55,7456.00,0,05-12-2019
2221,70,Female,0,retired,34,2,12215.27,916145.25,12215.27,2443054,0.45,0.03,0.45,17838.00,0,NaT
2222,54,Male,0,salaried,1096,2,2724.7,204352.5,3257.91,651582,7.65,0.51,7.65,13340.00,0,20-06-2019
2223,90,,0,self_employed,224,1,53622.86,4021714.5,57750.62,11550124,8357144.85,557142.99,8357144.85,111628.00,0,31-12-2019
2224,87,Female,1,retired,1232,3,3751.9,281392.5,3847.31,769462,2608.5,173.9,2608.5,9546.00,0,14-12-2019
2225,26,Male,0,student,1584,2,1041.57,78117.75,2006.92,401384,10715.55,714.37,10715.55,9222.00,1,31-12-2019
2226,50,Female,0,self_employed,623,2,465.39,34904.25,1773.21,354642,10.5,0.7,10.5,6870.00,0,05-07-2019
2227,28,Male,,salaried,745,2,2632.05,197403.75,2588.91,517782,4673.1,311.54,4673.1,7719.00,0,17-12-2019
2228,76,Male,0,retired,1020,1,8909.56,668217,8630.19,1726038,64759.35,4317.29,64759.35,10974.00,0,14-12-2019
2229,70,Male,0,retired,146,2,8354.63,626597.25,5157.57,1031514,5.55,0.37,5.55,8469.00,0,14-12-2019
2231,39,Male,0,salaried,,2,13.09,981.75,1577.65,315530,164535.75,10969.05,164535.75,6626.00,1,14-12-2019
2232,58,Male,0,self_employed,1020,2,4393.77,329532.75,4378.92,875784,0.15,0.01,0.15,9917.00,0,09-10-2019
2233,31,Female,0,self_employed,146,2,1454.21,109065.75,1690.86,338172,3902.85,260.19,3902.85,8327.00,0,NaT
2234,73,Female,,self_employed,146,2,7190.08,539256,12657.28,2531456,36699.9,2446.66,36699.9,8270.00,0,02-10-2019
2235,60,Male,0,salaried,,2,777.98,58348.5,1684.74,336948,21429.6,1428.64,21429.6,7905.00,1,15-01-2019
2236,44,Male,0,self_employed,128,2,2006.97,150522.75,2187.85,437570,27287.4,1819.16,27287.4,6444.00,0,12-12-2019
2237,56,Female,0,self_employed,409,2,17463.18,1309738.5,13490.41,2698082,643106.1,42873.74,643106.1,30445.00,0,24-12-2019
2238,48,Male,,self_employed,1173,3,63.63,4772.25,1589.93,317986,8.4,0.56,8.4,5728.00,1,11-12-2019
2239,53,Female,0,self_employed,146,2,10961.48,822111,11136.98,2227396,4906.8,327.12,4906.8,18902.00,0,31-12-2019
2241,22,Male,0,self_employed,834,3,2223.71,166778.25,1526.29,305258,17471.1,1164.74,17471.1,6688.00,0,10-12-2019
2242,6,Female,,self_employed,1020,3,1726.3,129472.5,1707.62,341524,9.9,0.66,9.9,7300.00,0,29-01-2019
2244,55,Male,3,self_employed,,3,3451.8,258885,3473.21,694642,4.95,0.33,4.95,8909.00,0,24-10-2019
2245,48,Female,,self_employed,,3,2824.07,211805.25,2824.07,564814,2.85,0.19,2.85,8286.00,0,07-08-2019
2246,33,Male,0,salaried,1232,2,1693.74,127030.5,3160.05,632010,4990.05,332.67,4990.05,14409.00,0,20-12-2019
2247,68,Male,0,retired,575,3,8454.11,634058.25,8492.53,1698506,1186.65,79.11,1186.65,12586.00,0,05-11-2019
2248,44,Male,0,self_employed,1525,3,2913.54,218515.5,3265.75,653150,3438.6,229.24,3438.6,8335.00,0,26-12-2019
2249,31,Female,1,salaried,531,3,2438.4,182880,4833.12,966624,716.85,47.79,716.85,9392.00,0,06-12-2019
2250,71,Male,0,self_employed,628,3,1437.27,107795.25,1544.92,308984,4512.15,300.81,4512.15,7610.00,0,12-11-2019
2251,28,Female,0,self_employed,15,1,2371.68,177876,3026.8,605360,726.45,48.43,726.45,11996.00,0,02-07-2019
2252,60,Female,0,self_employed,1494,2,149.03,11177.25,1506.41,301282,7.05,0.47,7.05,6836.00,1,06-12-2019
2253,68,Male,0,self_employed,1020,2,5692.21,426915.75,4153.5,830700,126416.25,8427.75,126416.25,31813.00,1,19-12-2019
2254,42,Male,0,self_employed,409,3,17628.95,1322171.25,12709.38,2541876,47963.55,3197.57,47963.55,11003.00,0,31-12-2019
2255,67,Female,1,self_employed,1084,2,31602.14,2370160.5,31511.91,6302382,3857.4,257.16,3857.4,37229.00,0,31-12-2019
2256,51,Male,1,self_employed,1232,2,26976.93,2023269.75,10862.28,2172456,400933.65,26728.91,400933.65,46930.00,1,20-12-2019
2258,31,Female,0,self_employed,1020,2,478.18,35863.5,2434.77,486954,646.95,43.13,646.95,5952.00,1,14-12-2019
2259,38,Male,0,salaried,1496,3,3549.13,266184.75,3549.13,709826,9,0.6,9,9148.00,0,17-07-2019
2260,39,Male,0,salaried,1551,3,4706.57,352992.75,4577.82,915564,3222.45,214.83,3222.45,11015.00,1,24-12-2019
2261,79,Female,0,self_employed,,3,2322.32,174174,2065.74,413148,0.15,0.01,0.15,7259.00,0,07-12-2019
2262,42,Male,0,salaried,,3,5134.41,385080.75,6413.11,1282622,25596.15,1706.41,25596.15,12101.00,0,25-12-2019
2263,76,Female,0,self_employed,,2,11346.63,850997.25,11028.07,2205614,7.35,0.49,7.35,15843.00,0,NaT
2265,51,Male,2,salaried,1534,3,310.28,23271,4428.64,885728,31316.85,2087.79,31316.85,5969.00,1,31-12-2019
2266,77,Female,0,retired,409,3,10297.44,772308,7842.65,1568530,1.65,0.11,1.65,8494.00,0,04-12-2019
2267,74,Male,2,retired,1181,3,1836.07,137705.25,2693.47,538694,172504.95,11500.33,172504.95,6387.00,1,02-11-2019
2268,29,Female,,self_employed,1388,1,2689.2,201690,2493.96,498792,5.85,0.39,5.85,8000.00,0,19-12-2019
2269,36,Male,0,salaried,1258,2,8264.44,619833,8264.44,1652888,2.1,0.14,2.1,13912.00,0,NaT
2270,69,Male,0,self_employed,1096,2,4254.77,319107.75,4254.77,850954,9.6,0.64,9.6,9930.00,0,17-04-2019
2271,24,Female,,self_employed,146,2,6090.6,456795,6090.6,1218120,2.4,0.16,2.4,7840.00,0,20-09-2019
2273,40,Male,0,salaried,730,3,1180.06,88504.5,2745.8,549160,94914.9,6327.66,94914.9,7651.00,0,18-12-2019
2274,37,Male,0,self_employed,1465,2,4406.8,330510,7223.36,1444672,6518.4,434.56,6518.4,13375.00,1,28-12-2019
2275,31,Male,0,salaried,15,3,2027.13,152034.75,1710.76,342152,83636.55,5575.77,83636.55,6857.00,0,18-12-2019
2276,34,Male,2,self_employed,649,1,3951.56,296367,2433.97,486794,39226.05,2615.07,39226.05,6902.00,0,21-11-2019
2277,57,Male,0,salaried,259,3,1547.7,116077.5,1437.03,287406,5.55,0.37,5.55,7263.00,0,25-12-2019
2278,66,Male,0,self_employed,,3,2587.96,194097,2651.57,530314,3.6,0.24,3.6,8768.00,0,23-10-2019
2279,24,Male,0,student,587,3,1722.19,129164.25,1722.19,344438,9.9,0.66,9.9,7818.00,0,26-07-2019
2280,44,Male,0,self_employed,409,3,843.33,63249.75,1498.61,299722,6191.85,412.79,6191.85,6380.00,0,18-12-2019
2281,69,Female,0,self_employed,834,1,6924.52,519339,5529.23,1105846,7131.45,475.43,7131.45,8768.00,1,08-11-2019
2282,86,Male,0,retired,1621,2,6291.07,471830.25,5945.49,1189098,2.4,0.16,2.4,10838.00,0,10-11-2019
2283,41,Male,2,salaried,1111,3,2442.83,183212.25,2390.79,478158,57628.8,3841.92,57628.8,9262.00,0,18-12-2019
2284,90,,,self_employed,649,1,1635.67,122675.25,1635.67,327134,0.15,0.01,0.15,20545.00,0,09-07-2019
2285,38,Male,0,self_employed,834,1,1613.63,121022.25,2881.97,576394,166700.1,11113.34,166700.1,6560.00,0,24-12-2019
2286,30,Female,0,salaried,409,2,21922.25,1644168.75,17841.47,3568294,18349.95,1223.33,18349.95,16678.00,0,19-12-2019
2287,34,Female,0,self_employed,1483,3,2655.14,199135.5,2655.14,531028,3,0.2,3,7947.00,0,05-09-2019
2288,48,Male,2,salaried,905,2,1887.27,141545.25,2105.04,421008,8.85,0.59,8.85,7851.00,0,06-12-2019
2289,35,Male,3,salaried,848,2,3464.58,259843.5,3464.58,692916,0.45,0.03,0.45,9144.00,0,NaT
2290,90,,,salaried,834,1,4500.62,337546.5,4465.1,893020,181786.05,12119.07,181786.05,5941.00,0,17-11-2019
2291,45,Female,0,self_employed,1020,2,34238.15,2567861.25,9131.55,1826310,65331,4355.4,65331,23313.00,0,12-10-2019
2292,31,Female,0,self_employed,491,2,3647.4,273555,3726.14,745228,0.45,0.03,0.45,10140.00,0,NaT
2293,32,Male,0,self_employed,1643,2,15329.81,1149735.75,7349.44,1469888,9652.05,643.47,9652.05,10201.00,0,18-06-2019
2294,56,Male,0,self_employed,1358,3,1780.28,133521,1780.28,356056,3,0.2,3,8466.00,0,13-09-2019
2295,52,Female,0,self_employed,740,3,1123.22,84241.5,1759.05,351810,9,0.6,9,7729.00,0,18-01-2019
2297,30,Female,,self_employed,649,2,2364.93,177369.75,2691.42,538284,1799.1,119.94,1799.1,8120.00,0,21-11-2019
2298,69,Female,,self_employed,664,2,6798.94,509920.5,3151.56,630312,7.35,0.49,7.35,5829.00,0,14-12-2019
2299,58,Male,0,self_employed,751,2,11119.33,833949.75,14233.1,2846620,21433.65,1428.91,21433.65,14537.00,0,11-10-2019
2300,90,Male,0,company,531,1,10735.58,805168.5,10173.48,2034696,6.45,0.43,6.45,12463.00,0,15-10-2019
2301,29,Female,3,self_employed,1621,3,3797.81,284835.75,7704.52,1540904,48424.65,3228.31,48424.65,15038.00,0,22-12-2019
2302,61,Male,2,salaried,1096,2,2592.68,194451,2183.38,436676,4.5,0.3,4.5,8435.00,0,28-12-2019
2303,58,Male,0,salaried,334,3,398.51,29888.25,3349.41,669882,768856.5,51257.1,768856.5,7178.00,1,25-12-2019
2304,48,Female,0,self_employed,1020,2,9867.61,740070.75,6234.99,1246998,206455.8,13763.72,206455.8,9469.00,0,17-12-2019
2305,52,Female,0,self_employed,1020,1,1787.64,134073,4091.57,818314,100718.1,6714.54,100718.1,14328.00,0,04-12-2019
2306,48,Male,0,self_employed,1589,3,769.62,57721.5,1787.32,357464,46172.55,3078.17,46172.55,9753.00,0,14-12-2019
2307,70,Male,0,retired,904,2,3456.3,259222.5,2943.96,588792,4.5,0.3,4.5,9797.00,0,22-11-2019
2308,37,Female,2,self_employed,1307,3,2325.5,174412.5,2182.49,436498,3.15,0.21,3.15,5926.00,0,19-10-2019
2310,57,Female,0,self_employed,1020,2,10275.88,770691,10226.13,2045226,2470.65,164.71,2470.65,13946.00,0,31-12-2019
2311,79,Male,0,retired,905,2,5343.28,400746,5334.07,1066814,9.45,0.63,9.45,10432.00,0,18-12-2019
2312,19,Male,0,student,1096,2,3266.01,244950.75,3491.09,698218,1.95,0.13,1.95,9242.00,0,13-03-2019
2313,40,Male,2,self_employed,1111,2,3410.92,255819,3066.53,613306,7.65,0.51,7.65,7469.00,0,24-10-2019
2314,42,Male,1,salaried,1644,2,1928.62,144646.5,1859.47,371894,1078.35,71.89,1078.35,7026.00,0,19-10-2019
2315,43,Male,,salaried,409,2,3457.4,259305,3457.69,691538,1.95,0.13,1.95,9132.00,0,10-09-2019
2316,12,Female,0,student,146,2,3957.32,296799,3814.46,762892,7.05,0.47,7.05,9068.00,0,03-09-2019
2317,66,Male,2,self_employed,15,1,681.3,51097.5,3288.56,657712,28117.35,1874.49,28117.35,13307.00,0,27-12-2019
2318,24,Male,0,student,1381,2,3449.8,258735,3989.1,797820,23074.65,1538.31,23074.65,14616.00,1,26-12-2019
2320,40,Male,0,salaried,1602,3,2305.06,172879.5,1939.36,387872,5.1,0.34,5.1,6155.00,0,17-12-2019
2321,14,Female,0,student,334,2,1641.45,123108.75,1641.45,328290,3,0.2,3,7331.00,0,24-01-2019
2322,30,Female,0,self_employed,623,2,5302.03,397652.25,5341.25,1068250,503.1,33.54,503.1,12962.00,0,17-08-2019
2323,41,Female,0,salaried,1096,2,8893.73,667029.75,7927.86,1585572,14320.95,954.73,14320.95,12907.00,0,NaT
2324,90,,0,self_employed,394,2,3261,244575,3326.94,665388,5122.65,341.51,5122.65,8231.00,0,31-12-2019
2325,78,Male,0,retired,623,3,2289.28,171696,2492.67,498534,4614.6,307.64,4614.6,8743.00,0,27-12-2019
2326,48,Female,0,self_employed,649,2,42.19,3164.25,3496.41,699282,24647.4,1643.16,24647.4,5981.00,1,27-12-2019
2327,51,Female,0,self_employed,160,3,326.63,24497.25,2134.63,426926,49824,3321.6,49824,5842.00,1,22-10-2019
2329,33,Male,0,self_employed,409,2,4812.57,360942.75,7690,1538000,43048.35,2869.89,43048.35,30370.00,1,05-10-2019
2330,57,Male,2,self_employed,1020,2,31794.44,2384583,23243.93,4648786,2272618.05,151507.87,2272618.05,33028.00,0,31-12-2019
2331,57,Male,2,salaried,814,3,2080.4,156030,1797.46,359492,3815.4,254.36,3815.4,7404.00,0,08-12-2019
2332,38,Male,,self_employed,1598,3,10709.57,803217.75,11707.69,2341538,10718.55,714.57,10718.55,15865.00,0,06-09-2019
2333,58,Male,3,salaried,1020,3,2044.34,153325.5,1756.52,351304,9328.35,621.89,9328.35,7114.00,0,26-12-2019
2334,90,Male,0,retired,146,2,2684.71,201353.25,2698.81,539762,5.1,0.34,5.1,8325.00,0,22-08-2019
2335,41,Male,1,self_employed,318,2,110.66,8299.5,3081.26,616252,321646.05,21443.07,321646.05,5700.00,1,26-12-2019
2336,82,Female,0,self_employed,1096,2,1666.1,124957.5,1668.13,333626,8.1,0.54,8.1,7352.00,0,02-04-2019
2337,55,Male,2,self_employed,1096,2,63777.24,4783293,14162.57,2832514,1584474,105631.6,1584474,17601.00,0,26-12-2019
2338,44,Female,0,self_employed,334,3,36.9,2767.5,1867.03,373406,6328.65,421.91,6328.65,12732.00,0,14-11-2019
2339,48,Male,0,salaried,1084,3,8168.77,612657.75,7603.6,1520720,4.35,0.29,4.35,12105.00,0,NaT
2340,20,Female,0,student,1020,2,1952.92,146469,1959.08,391816,8.1,0.54,8.1,7668.00,0,NaT
2341,33,Female,0,student,1232,3,617.43,46307.25,1767.94,353588,11815.95,787.73,11815.95,8815.00,1,31-10-2019
2342,37,Female,0,self_employed,800,3,2071.37,155352.75,1683.85,336770,3.15,0.21,3.15,6432.00,0,15-11-2019
2343,43,Female,0,self_employed,1096,2,3407.48,255561,3407.48,681496,3.9,0.26,3.9,9086.00,0,NaT
2344,71,Male,0,self_employed,146,3,4258.95,319421.25,7269.24,1453848,107150.55,7143.37,107150.55,10207.00,0,14-11-2019
2345,32,Female,0,salaried,649,3,5078.63,380897.25,6646.03,1329206,1202.1,80.14,1202.1,10904.00,0,05-12-2019
2346,60,Female,0,self_employed,1020,2,132.06,9904.5,9297.95,1859590,31970.1,2131.34,31970.1,5723.00,1,04-12-2019
2347,46,Male,0,self_employed,15,3,1636.38,122728.5,1636.38,327276,4.5,0.3,4.5,7326.00,0,NaT
2348,69,Female,0,self_employed,1096,2,5368.93,402669.75,4255.85,851170,3436.95,229.13,3436.95,8889.00,0,27-12-2019
2349,62,Female,0,salaried,1020,2,1808.99,135674.25,2820.91,564182,0.45,0.03,0.45,9152.00,0,19-09-2019
2350,30,Female,0,self_employed,15,3,2519.47,188960.25,3472.38,694476,4679.1,311.94,4679.1,6963.00,0,27-09-2019
2354,72,Male,0,retired,1111,2,286.07,21455.25,1937.4,387480,1.65,0.11,1.65,5864.00,1,21-12-2019
2355,70,Male,0,retired,630,3,994.16,74562,4221.97,844394,8.4,0.56,8.4,6707.00,0,08-12-2019
2356,35,Female,0,self_employed,1232,3,11786.79,884009.25,10633.34,2126668,11365.95,757.73,11365.95,12540.00,0,20-12-2019
2357,47,Male,0,salaried,692,3,1453.93,109044.75,1453.93,290786,10.5,0.7,10.5,7282.00,0,NaT
2358,19,Male,0,self_employed,1046,1,3307.89,248091.75,3330.76,666152,220.05,14.67,220.05,9015.00,0,29-11-2019
2359,55,Male,2,self_employed,409,2,1040.48,78036,33617.81,6723562,3.9,0.26,3.9,58304.00,1,13-12-2019
2360,26,Male,0,self_employed,1589,2,6678.7,500902.5,1550.62,310124,5716.8,381.12,5716.8,9221.00,0,31-12-2019
2361,90,,,self_employed,409,3,2357.19,176789.25,2336.42,467284,1.5,0.1,1.5,6521.00,0,03-10-2019
2362,40,Male,2,salaried,,2,9985.02,748876.5,10030.81,2006162,483,32.2,483,15787.00,0,14-12-2019
2364,51,Female,0,self_employed,762,1,42778.27,3208370.25,13451.56,2690312,6,0.4,6,39553.00,0,18-12-2019
2365,50,Male,0,self_employed,905,2,10675.82,800686.5,10967.5,2193500,2580.6,172.04,2580.6,16882.00,0,16-04-2019
2366,63,Female,0,self_employed,675,2,10301.1,772582.5,10301.1,2060220,1.35,0.09,1.35,15955.00,0,31-05-2019
2367,42,Male,,salaried,592,3,10678.12,800859,12265.53,2453106,64290.45,4286.03,64290.45,19838.00,0,28-12-2019
2368,66,Female,0,self_employed,649,2,809.74,60730.5,1605.35,321070,5364.6,357.64,5364.6,6698.00,0,04-12-2019
2369,57,Female,0,self_employed,1062,3,255.89,19191.75,2149.66,429932,3.9,0.26,3.9,7323.00,1,19-12-2019
2370,69,Male,0,self_employed,1366,2,27742.98,2080723.5,28463.72,5692744,16764,1117.6,16764,37554.00,0,06-07-2019
2371,18,Male,0,student,596,3,2547.74,191080.5,2547.74,509548,6.15,0.41,6.15,8306.00,0,21-07-2019
2372,31,Male,0,salaried,575,3,2748.12,206109,2748.12,549624,1.5,0.1,1.5,8429.00,0,07-06-2019
2373,18,Female,0,student,249,3,1883.25,141243.75,1688.54,337708,6.6,0.44,6.6,7202.00,0,12-06-2019
2374,64,Female,0,self_employed,15,3,1850.67,138800.25,1770.91,354182,19888.65,1325.91,19888.65,7592.00,0,13-12-2019
2375,49,Female,2,self_employed,15,1,684.05,51303.75,4229.67,845934,4575.9,305.06,4575.9,30268.00,1,02-10-2019
2376,32,Female,0,self_employed,834,3,3363.99,252299.25,2744.45,548890,1.65,0.11,1.65,8352.00,0,22-12-2019
2377,36,Female,2,salaried,102,3,2731.86,204889.5,2577.52,515504,13616.25,907.75,13616.25,8398.00,0,22-12-2019
2378,31,Female,0,self_employed,15,3,867.09,65031.75,3617.74,723548,4.95,0.33,4.95,6133.00,1,27-12-2019
2380,54,Male,0,salaried,1181,3,8450.56,633792,6781.93,1356386,461158.95,30743.93,461158.95,8893.00,1,19-11-2019
2381,48,Male,0,self_employed,104,3,8602.44,645183,10303.08,2060616,64294.35,4286.29,64294.35,15395.00,0,15-09-2019
2382,36,Male,0,self_employed,15,1,13894.07,1042055.25,10848.33,2169666,9523.5,634.9,9523.5,14008.00,0,14-12-2019
2383,39,Male,0,self_employed,1232,2,4561.97,342147.75,4034.83,806966,26026.5,1735.1,26026.5,7288.00,0,24-11-2019
2384,37,Male,0,self_employed,649,2,2669.46,200209.5,1897.42,379484,5212.95,347.53,5212.95,7614.00,0,19-12-2019
2385,68,Female,0,retired,1164,3,934.93,70119.75,2393.72,478744,4.05,0.27,4.05,6191.00,0,14-11-2019
2386,70,Female,0,self_employed,1232,3,4706.46,352984.5,4846.02,969204,3.6,0.24,3.6,7349.00,1,20-09-2019
2387,66,Male,0,retired,1294,3,1554.48,116586,1510.7,302140,2.55,0.17,2.55,7171.00,0,26-11-2019
2388,32,Male,0,self_employed,591,3,3506.71,263003.25,1541.68,308336,6223.05,414.87,6223.05,6215.00,0,24-12-2019
2389,65,Female,,self_employed,,2,5808.92,435669,5811.07,1162214,3.15,0.21,3.15,11520.00,0,01-01-2019
2390,38,Female,0,self_employed,368,3,7864.37,589827.75,7881.64,1576328,173.1,11.54,173.1,13341.00,0,04-09-2019
2391,37,Female,0,self_employed,1096,3,1432.33,107424.75,1478.1,295620,70.5,4.7,70.5,7483.00,0,16-10-2019
2392,51,Male,,self_employed,1570,3,10075.97,755697.75,9666.63,1933326,83094,5539.6,83094,12087.00,0,03-12-2019
2393,27,Male,0,self_employed,747,3,4572.79,342959.25,4471.87,894374,8.85,0.59,8.85,7629.00,0,05-10-2019
2394,14,Male,0,student,61,2,5831.01,437325.75,5816.81,1163362,6.45,0.43,6.45,10845.00,0,03-10-2019
2395,22,Female,0,student,1494,2,395.47,29660.25,1488.75,297750,1.35,0.09,1.35,7456.00,1,19-06-2019
2396,52,Male,0,self_employed,1096,1,3141.54,235615.5,1436.66,287332,76073.4,5071.56,76073.4,8907.00,0,31-12-2019
2397,45,Male,2,salaried,531,2,24750.97,1856322.75,22648.08,4529616,27230.1,1815.34,27230.1,11381.00,0,17-12-2019
2398,71,Male,0,salaried,1020,2,3850.67,288800.25,3879.6,775920,3.9,0.26,3.9,12103.00,0,25-02-2019
2399,41,Male,0,self_employed,1020,2,3026.74,227005.5,1696.26,339252,4732.5,315.5,4732.5,8105.00,0,25-12-2019
2400,48,Female,0,student,,2,1979.86,148489.5,1979.86,395972,7.35,0.49,7.35,7691.00,0,NaT
2402,50,Female,0,self_employed,162,2,1871.03,140327.25,1877.48,375496,6.6,0.44,6.6,7721.00,0,14-06-2019
2403,31,Female,0,self_employed,1020,2,14005.42,1050406.5,13790.72,2758144,1036.5,69.1,1036.5,17147.00,0,22-12-2019
2404,53,Female,0,self_employed,1020,2,1342.55,100691.25,1842.01,368402,571.35,38.09,571.35,7321.00,0,18-12-2019
2405,42,Male,3,self_employed,221,2,3986.27,298970.25,4265.92,853184,3476.1,231.74,3476.1,8216.00,0,17-09-2019
2406,35,Male,0,salaried,396,2,3197.54,239815.5,3417.37,683474,5954.4,396.96,5954.4,347.00,0,01-10-2019
2407,57,Female,0,self_employed,1110,2,5934.3,445072.5,8537.99,1707598,5.55,0.37,5.55,3483.00,1,01-11-2019
2408,32,Male,0,self_employed,623,2,1091.74,81880.5,6158.99,1231798,99793.5,6652.9,99793.5,1356.00,0,07-12-2019
2409,58,Female,0,salaried,834,1,2771.07,207830.25,2191.71,438342,6.6,0.44,6.6,334.00,0,20-12-2019
2410,48,Female,0,salaried,1020,1,19468.95,1460171.25,2081.04,416208,9270,618,9270,1578.00,0,28-12-2019
2411,46,Male,0,salaried,1020,2,15382.7,1153702.5,15489.48,3097896,2167.05,144.47,2167.05,11815.00,0,07-12-2019
2412,44,Male,,salaried,623,3,7232.21,542415.75,7232.21,1446442,1.35,0.09,1.35,3988.00,0,06-04-2019
2413,70,Female,0,self_employed,1096,2,12.92,969,2424.35,484870,54435.45,3629.03,54435.45,2637.00,1,29-08-2019
2414,51,Male,0,salaried,1020,1,15735.49,1180161.75,12026.88,2405376,2143.05,142.87,2143.05,2669.00,0,30-11-2019
2415,50,Male,3,self_employed,578,2,3736.94,280270.5,4454.85,890970,4.35,0.29,4.35,7865.00,0,06-04-2019
2416,36,Male,0,salaried,1381,3,2338.6,175395,2168.86,433772,4428.9,295.26,4428.9,346.00,0,17-12-2019
2417,68,Female,2,self_employed,1096,3,3689.81,276735.75,3148.9,629780,8.1,0.54,8.1,6.00,0,05-11-2019
2419,57,Female,0,self_employed,334,3,2457.54,184315.5,2051.01,410202,332.85,22.19,332.85,4.00,0,21-04-2019
2420,42,Male,2,self_employed,26,2,2584.49,193836.75,2615.17,523034,7486.95,499.13,7486.95,445.00,0,28-12-2019
2421,60,Female,2,salaried,334,3,4791.95,359396.25,5198.09,1039618,2341.95,156.13,2341.95,1578.00,0,21-12-2019
2422,50,Male,0,salaried,334,1,2.24,168,2152.42,430484,64369.05,4291.27,64369.05,3567.00,0,30-11-2019
2423,67,Female,,retired,1232,2,3306.34,247975.5,3351.08,670216,5.1,0.34,5.1,3223.00,0,19-11-2019
2424,70,Female,0,retired,1020,2,1200.59,90044.25,2193.86,438772,4.5,0.3,4.5,3554.00,0,17-12-2019
2425,67,Female,0,self_employed,526,2,1933.21,144990.75,7289.94,1457988,107151.9,7143.46,107151.9,2556.00,0,23-01-2019
2426,79,Male,0,retired,1096,2,4226.12,316959,2296.8,459360,62094.6,4139.64,62094.6,15236.00,0,22-12-2019
2427,45,Male,2,self_employed,61,1,2155.04,161628,1986.3,397260,0.15,0.01,0.15,366.00,0,07-12-2019
2428,90,Male,0,self_employed,1557,3,6868.67,515150.25,6770.15,1354030,6.9,0.46,6.9,3481.00,0,05-12-2019
2429,42,Female,0,self_employed,575,2,466.13,34959.75,9984.36,1996872,6453.3,430.22,6453.3,10477.00,1,18-12-2019
2430,37,Female,0,self_employed,657,2,3701.6,277620,4382.16,876432,4449.6,296.64,4449.6,1975.00,0,22-12-2019
2431,38,Male,0,self_employed,1020,2,7643.66,573274.5,7815.41,1563082,5317.5,354.5,5317.5,4581.00,0,27-11-2019
2433,20,Male,,self_employed,146,2,3163.31,237248.25,3165.42,633084,5.55,0.37,5.55,45.00,0,NaT
2434,29,Female,0,salaried,409,2,10784.92,808869,10868.23,2173646,6.9,0.46,6.9,7731.00,0,04-05-2019
2435,55,Male,0,salaried,318,3,12096.94,907270.5,12096.94,2419388,5.85,0.39,5.85,8825.00,0,18-05-2019
2436,53,Male,2,self_employed,0,2,2991.96,224397,3502.66,700532,4.05,0.27,4.05,1865.00,1,27-07-2019
2437,35,Male,0,salaried,442,2,2684.06,201304.5,1445,289000,18224.4,1214.96,18224.4,435.00,0,20-12-2019
2438,47,Female,0,self_employed,1172,2,2008.63,150647.25,2008.63,401726,5.4,0.36,5.4,435.00,0,NaT
2439,50,Female,,self_employed,575,2,1128.61,84645.75,1561.89,312378,5511.15,367.41,5511.15,43.00,0,14-08-2019
2440,65,Male,0,retired,1020,2,4863.42,364756.5,1453.03,290606,48346.8,3223.12,48346.8,144.00,0,31-12-2019
2441,68,Male,0,retired,575,2,13128.72,984654,17192.01,3438402,151756.65,10117.11,151756.65,7354.00,0,31-10-2019
2442,51,Male,0,self_employed,1076,3,13808.86,1035664.5,5016.83,1003366,8596.5,573.1,8596.5,1028.00,0,27-12-2019
2443,68,Female,0,self_employed,1525,2,2819.91,211493.25,6721.16,1344232,47069.1,3137.94,47069.1,7637.00,0,12-12-2019
2444,51,Male,1,self_employed,146,3,1597.02,119776.5,2129.68,425936,10306.5,687.1,10306.5,17.00,0,29-11-2019
2445,51,Male,0,self_employed,1020,2,7443.12,558234,12335.5,2467100,365.1,24.34,365.1,15521.00,0,31-12-2019
2446,33,Male,0,self_employed,656,2,2262.15,169661.25,1562.13,312426,1393.95,92.93,1393.95,345.00,0,27-12-2019
2447,33,Male,0,salaried,531,2,2904.14,217810.5,2444.4,488880,1.65,0.11,1.65,466.00,0,31-12-2019
2448,38,Female,0,self_employed,834,2,2045.1,153382.5,2043.39,408678,5.55,0.37,5.55,4311.00,0,20-12-2019
2450,45,Male,0,self_employed,,2,4481.47,336110.25,4954.3,990860,42858.6,2857.24,42858.6,2853.00,0,28-12-2019
2451,53,Female,0,self_employed,15,3,986.68,74001,1474.77,294954,10718.4,714.56,10718.4,145.00,0,04-09-2019
2452,42,Male,0,self_employed,409,2,10625.85,796938.75,10566.86,2113372,10.05,0.67,10.05,6686.00,0,03-07-2019
2453,48,Female,2,self_employed,491,2,4172.44,312933,2277.4,455480,2351.1,156.74,2351.1,153.00,0,03-12-2019
2454,34,Male,0,salaried,1271,3,1925.61,144420.75,1793.39,358678,6,0.4,6,6577.00,0,05-11-2019
2455,47,Male,0,self_employed,334,3,45975.94,3448195.5,46619.75,9323950,3724.65,248.31,3724.65,39979.00,1,18-12-2019
2456,36,Female,0,self_employed,574,2,4134.25,310068.75,3110.08,622016,3431.55,228.77,3431.55,788.00,0,19-12-2019
2457,59,Female,0,self_employed,993,3,1579.12,118434,1579.12,315824,3.6,0.24,3.6,7221.00,0,NaT
